"team","estimate","std.error","rank","Team","season","week","rank_change"
"WAS",-2.57285511033656,3.92168621858475,20,"WAS 20",2011,6,0
"WAS",-3.66350665499899,3.81306771605108,27,"WAS 27",2011,7,7
"WAS",-3.72757843654589,3.46130258441337,29,"WAS 29",2011,8,2
"WAS",-3.80526523427618,3.38671841334394,27,"WAS 27",2011,9,-2
"WAS",-4.74278851125514,3.32085947793139,28,"WAS 28",2011,10,1
"WAS",-4.3946319730639,3.0893681588484,28,"WAS 28",2011,11,0
"WAS",-4.10188739185386,2.84142193851253,26,"WAS 26",2011,12,-2
"WAS",-4.35865659958921,2.73503778210551,26,"WAS 26",2011,13,0
"WAS",-4.4700654714644,2.57619396387907,27,"WAS 27",2011,14,1
"WAS",-2.99548865102045,2.49764468161426,24,"WAS 24",2011,15,-3
"WAS",-3.37576686325201,2.43741590376391,26,"WAS 26",2011,16,2
"WAS",-4.17675285851592,2.35648189929807,27,"WAS 27",2011,17,1
"ARI",0.0895330588478589,0.547562062358688,4,"ARI 4",2012,3,NA
"ARI",1.07474259941474,2.03270521049006,6,"ARI 6",2012,4,2
"ARI",2.72159673152462,4.2108130700296,9,"ARI 9",2012,5,3
"ARI",0.344591626270111,3.59924202722955,13,"ARI 13",2012,6,4
"ARI",-0.938189984650371,3.56383139458857,19,"ARI 19",2012,7,6
"ARI",-2.1882929062674,3.39874811827678,25,"ARI 25",2012,8,6
"ARI",-2.65358004745368,3.24960984269468,25,"ARI 25",2012,9,0
"ARI",-2.75271565489738,3.14213451724818,26,"ARI 26",2012,10,1
"ARI",-2.48225708977259,3.03620230472519,24,"ARI 24",2012,11,-2
"ARI",-3.97595151708013,2.89165037439435,27,"ARI 27",2012,12,3
"ARI",-4.10483498737005,2.71445228090833,28,"ARI 28",2012,13,1
"ARI",-5.88588089712404,2.64040291055543,29,"ARI 29",2012,14,1
"ARI",-4.18846179559436,2.70787853632202,28,"ARI 28",2012,15,-1
"ARI",-4.1980573718146,2.63658642984847,28,"ARI 28",2012,16,0
"ARI",-3.79486402276416,2.55925124911342,27,"ARI 27",2012,17,-1
"ATL",0.116180435972703,0.547562062358688,2,"ATL 2",2012,3,NA
"ATL",1.26042228184803,2.03270521049006,5,"ATL 5",2012,4,3
"ATL",3.51126325248916,4.2108130700296,8,"ATL 8",2012,5,3
"ATL",1.94137692627839,3.59924202722955,9,"ATL 9",2012,6,1
"ATL",2.59644062516819,3.7088072578022,8,"ATL 8",2012,7,-1
"ATL",4.23662588025643,3.52422153505748,6,"ATL 6",2012,8,-2
"ATL",4.69663674016377,3.37526876661512,7,"ATL 7",2012,9,1
"ATL",4.35032789445804,3.14213451724818,7,"ATL 7",2012,10,0
"ATL",3.8660777056578,3.03620230472519,7,"ATL 7",2012,11,0
"ATL",4.0216474741593,2.89165037439435,5,"ATL 5",2012,12,-2
"ATL",4.45692222224211,2.71445228090833,5,"ATL 5",2012,13,0
"ATL",2.95355111379679,2.64040291055543,7,"ATL 7",2012,14,2
"ATL",5.03076213801546,2.70787853632202,5,"ATL 5",2012,15,-2
"ATL",5.4081066373337,2.63658642984847,5,"ATL 5",2012,16,0
"ATL",4.55565292751087,2.55925124911342,6,"ATL 6",2012,17,1
"BAL",0.130321381121733,0.547562062358688,1,"BAL 1",2012,3,NA
"BAL",1.83498529310423,2.03270521049006,1,"BAL 1",2012,4,0
"BAL",4.37897347154724,4.2108130700296,5,"BAL 5",2012,5,4
"BAL",2.29957772541703,3.59924202722955,8,"BAL 8",2012,6,3
"BAL",1.92930088172114,3.56383139458857,10,"BAL 10",2012,7,2
"BAL",2.09474063581518,3.52422153505748,9,"BAL 9",2012,8,-1
"BAL",1.89289139461984,3.37526876661512,11,"BAL 11",2012,9,2
"BAL",2.34097755028392,3.14213451724818,9,"BAL 9",2012,10,-2
"BAL",2.16603974429982,3.03620230472519,10,"BAL 10",2012,11,1
"BAL",2.2422430146124,2.89165037439435,10,"BAL 10",2012,12,0
"BAL",2.59923790609455,2.71445228090833,11,"BAL 11",2012,13,1
"BAL",2.37899913443277,2.64040291055543,12,"BAL 12",2012,14,1
"BAL",1.30801066218593,2.70787853632202,13,"BAL 13",2012,15,1
"BAL",2.21949031983762,2.63658642984847,11,"BAL 11",2012,16,-2
"BAL",1.63347443666559,2.55925124911342,12,"BAL 12",2012,17,1
"BUF",0.0226667440606241,0.547562062358688,13,"BUF 13",2012,3,NA
"BUF",-0.214919079191838,2.03270521049006,18,"BUF 18",2012,4,5
"BUF",-4.68808906384241,4.2108130700296,27,"BUF 27",2012,5,9
"BUF",-2.48731100047595,3.59924202722955,27,"BUF 27",2012,6,0
"BUF",-4.06631752997581,3.56383139458857,27,"BUF 27",2012,7,0
"BUF",-4.07962863579537,3.52422153505748,28,"BUF 28",2012,8,1
"BUF",-4.18249018584747,3.37526876661512,27,"BUF 27",2012,9,-1
"BUF",-2.58633434923914,3.14213451724818,24,"BUF 24",2012,10,-3
"BUF",-1.54218199850495,3.03620230472519,21,"BUF 21",2012,11,-3
"BUF",-2.5736874377603,2.89165037439435,24,"BUF 24",2012,12,3
"BUF",-1.77475167889621,2.71445228090833,22,"BUF 22",2012,13,-2
"BUF",-1.05884685320318,2.64040291055543,19,"BUF 19",2012,14,-3
"BUF",-2.61538075508585,2.70787853632202,23,"BUF 23",2012,15,4
"BUF",-3.25295545364506,2.63658642984847,25,"BUF 25",2012,16,2
"BUF",-2.49703489969905,2.55925124911342,23,"BUF 23",2012,17,-2
"CAR",-0.0424638649793138,0.547562062358688,22,"CAR 22",2012,3,NA
"CAR",-0.69025300197955,2.03270521049006,25,"CAR 25",2012,4,3
"CAR",-4.75181228861622,4.2108130700296,28,"CAR 28",2012,5,3
"CAR",-2.10953634571448,3.72657622845303,26,"CAR 26",2012,6,-2
"CAR",-3.71931966520141,3.7088072578022,26,"CAR 26",2012,7,0
"CAR",-1.50018659319771,3.52422153505748,22,"CAR 22",2012,8,-4
"CAR",-0.368669801288476,3.37526876661512,18,"CAR 18",2012,9,-4
"CAR",-1.47541326179386,3.14213451724818,20,"CAR 20",2012,10,2
"CAR",-2.26007609139945,3.03620230472519,22,"CAR 22",2012,11,2
"CAR",-2.36755123691726,2.89165037439435,22,"CAR 22",2012,12,0
"CAR",-2.94847309144027,2.71445228090833,24,"CAR 24",2012,13,2
"CAR",-2.03764348874728,2.64040291055543,24,"CAR 24",2012,14,0
"CAR",0.0211571605565666,2.70787853632202,18,"CAR 18",2012,15,-6
"CAR",0.630829365109442,2.63658642984847,15,"CAR 15",2012,16,-3
"CAR",1.45752357413799,2.55925124911342,13,"CAR 13",2012,17,-2
"CHI",0.0297125340991491,0.547562062358688,11,"CHI 11",2012,3,NA
"CHI",0.949711131268689,2.03270521049006,7,"CHI 7",2012,4,-4
"CHI",7.35749363840119,4.2108130700296,2,"CHI 2",2012,5,-5
"CHI",4.68600754428361,3.72657622845303,3,"CHI 3",2012,6,1
"CHI",6.52178368080505,3.7088072578022,3,"CHI 3",2012,7,0
"CHI",4.16448492004441,3.52422153505748,7,"CHI 7",2012,8,4
"CHI",6.40728582858704,3.37526876661512,3,"CHI 3",2012,9,-4
"CHI",6.25173630450558,3.14213451724818,2,"CHI 2",2012,10,-1
"CHI",5.04332252409387,3.03620230472519,6,"CHI 6",2012,11,4
"CHI",5.23076018075516,2.89165037439435,4,"CHI 4",2012,12,-2
"CHI",4.7054628230317,2.71445228090833,4,"CHI 4",2012,13,0
"CHI",4.0899935727234,2.64040291055543,5,"CHI 5",2012,14,1
"CHI",2.96122311188074,2.70787853632202,7,"CHI 7",2012,15,2
"CHI",3.85070750738343,2.63658642984847,7,"CHI 7",2012,16,0
"CHI",3.9303724940781,2.55925124911342,7,"CHI 7",2012,17,0
"CIN",0.0179852816164941,0.547562062358688,17,"CIN 17",2012,3,NA
"CIN",0.815568174205469,2.03270521049006,9,"CIN 9",2012,4,-8
"CIN",-0.615087160607166,4.2108130700296,20,"CIN 20",2012,5,11
"CIN",-0.823424790760475,3.59924202722955,20,"CIN 20",2012,6,0
"CIN",-1.83142845474952,3.56383139458857,25,"CIN 25",2012,7,5
"CIN",-1.67513508298602,3.52422153505748,23,"CIN 23",2012,8,-2
"CIN",-3.10820825300336,3.37526876661512,26,"CIN 26",2012,9,3
"CIN",-1.25660256692201,3.14213451724818,18,"CIN 18",2012,10,-8
"CIN",-0.0204452027716864,3.03620230472519,17,"CIN 17",2012,11,-1
"CIN",1.29316440513479,2.89165037439435,12,"CIN 12",2012,12,-5
"CIN",1.96270882298398,2.71445228090833,12,"CIN 12",2012,13,0
"CIN",2.57721341832801,2.64040291055543,9,"CIN 9",2012,14,-3
"CIN",2.35187910118362,2.70787853632202,10,"CIN 10",2012,15,1
"CIN",2.7120720830718,2.63658642984847,9,"CIN 9",2012,16,-1
"CIN",3.29554455155575,2.55925124911342,9,"CIN 9",2012,17,0
"CLE",-0.110679392814044,0.547562062358688,30,"CLE 30",2012,3,NA
"CLE",-1.02367615577903,2.03270521049006,27,"CLE 27",2012,4,-3
"CLE",-5.63999072111105,4.2108130700296,29,"CLE 29",2012,5,2
"CLE",-2.50360550085188,3.59924202722955,28,"CLE 28",2012,6,-1
"CLE",-4.3102822400396,3.56383139458857,28,"CLE 28",2012,7,0
"CLE",-4.03953163253999,3.39874811827678,27,"CLE 27",2012,8,-1
"CLE",-5.06612553882228,3.24960984269468,28,"CLE 28",2012,9,1
"CLE",-4.21908106150972,3.14213451724818,29,"CLE 29",2012,10,1
"CLE",-4.29498139272201,3.03620230472519,28,"CLE 28",2012,11,-1
"CLE",-3.52107282276615,2.89165037439435,26,"CLE 26",2012,12,-2
"CLE",-3.07769651451522,2.71445228090833,25,"CLE 25",2012,13,-1
"CLE",-1.94009959837469,2.64040291055543,23,"CLE 23",2012,14,-2
"CLE",-3.27509800702766,2.70787853632202,26,"CLE 26",2012,15,3
"CLE",-3.28999872224591,2.63658642984847,26,"CLE 26",2012,16,0
"CLE",-3.4296876438597,2.55925124911342,25,"CLE 25",2012,17,-1
"DAL",0.0152783015199974,0.547562062358688,18,"DAL 18",2012,3,NA
"DAL",-0.67460446233171,2.03270521049006,23,"DAL 23",2012,4,5
"DAL",-0.221094659248381,4.45192759761872,16,"DAL 16",2012,5,-7
"DAL",0.859920264647109,3.72657622845303,12,"DAL 12",2012,6,-4
"DAL",0.214138741293933,3.7088072578022,15,"DAL 15",2012,7,3
"DAL",0.250948060734978,3.52422153505748,13,"DAL 13",2012,8,-2
"DAL",1.42047191453354,3.37526876661512,12,"DAL 12",2012,9,-1
"DAL",1.2893161585782,3.14213451724818,11,"DAL 11",2012,10,-1
"DAL",0.344068328516293,3.03620230472519,16,"DAL 16",2012,11,5
"DAL",0.11791058340576,2.89165037439435,18,"DAL 18",2012,12,2
"DAL",-0.0730355836764153,2.71445228090833,17,"DAL 17",2012,13,-1
"DAL",0.233666136891546,2.64040291055543,17,"DAL 17",2012,14,0
"DAL",0.591436549653109,2.70787853632202,16,"DAL 16",2012,15,-1
"DAL",0.533526873430284,2.63658642984847,16,"DAL 16",2012,16,0
"DAL",0.488095458593134,2.55925124911342,16,"DAL 16",2012,17,0
"DEN",0.0200628963605884,0.547562062358688,14,"DEN 14",2012,3,NA
"DEN",0.705409038758813,2.03270521049006,11,"DEN 11",2012,4,-3
"DEN",3.52652503269124,4.2108130700296,7,"DEN 7",2012,5,-4
"DEN",2.81316902349755,3.59924202722955,6,"DEN 6",2012,6,-1
"DEN",3.58498508056904,3.7088072578022,5,"DEN 5",2012,7,-1
"DEN",5.52157365437163,3.52422153505748,3,"DEN 3",2012,8,-2
"DEN",6.37366036770834,3.37526876661512,4,"DEN 4",2012,9,1
"DEN",7.31128369414633,3.14213451724818,1,"DEN 1",2012,10,-3
"DEN",7.92623413294992,3.03620230472519,1,"DEN 1",2012,11,0
"DEN",7.42127958773787,2.89165037439435,2,"DEN 2",2012,12,1
"DEN",7.0150480949409,2.71445228090833,3,"DEN 3",2012,13,1
"DEN",6.59871061070503,2.64040291055543,3,"DEN 3",2012,14,0
"DEN",6.75051763452856,2.70787853632202,3,"DEN 3",2012,15,0
"DEN",6.69673668198867,2.63658642984847,4,"DEN 4",2012,16,1
"DEN",7.42168598666665,2.55925124911342,3,"DEN 3",2012,17,-1
"DET",-0.0631527363029639,0.547562062358688,24,"DET 24",2012,3,NA
"DET",-0.989001192129271,2.03270521049006,26,"DET 26",2012,4,2
"DET",-1.95317230501563,4.45192759761872,22,"DET 22",2012,5,-4
"DET",-0.966437361201572,3.72657622845303,22,"DET 22",2012,6,0
"DET",0.369653149749461,3.7088072578022,13,"DET 13",2012,7,-9
"DET",-0.222096617232158,3.52422153505748,16,"DET 16",2012,8,3
"DET",0.489971880899885,3.37526876661512,14,"DET 14",2012,9,-2
"DET",0.0574397682029483,3.14213451724818,15,"DET 15",2012,10,1
"DET",0.590895797690946,3.03620230472519,14,"DET 14",2012,11,-1
"DET",1.15101209177808,2.89165037439435,13,"DET 13",2012,12,-1
"DET",1.32688940449232,2.71445228090833,13,"DET 13",2012,13,0
"DET",1.18591729724586,2.64040291055543,15,"DET 15",2012,14,2
"DET",0.138436937383159,2.70787853632202,17,"DET 17",2012,15,2
"DET",0.0119772159343934,2.63658642984847,18,"DET 18",2012,16,1
"DET",-0.198496452434815,2.55925124911342,19,"DET 19",2012,17,1
"GB",0.0182638022622707,0.547562062358688,16,"GB 16",2012,3,NA
"GB",0.581252340190479,2.03270521049006,12,"GB 12",2012,4,-4
"GB",4.7340903958352,4.2108130700296,4,"GB 4",2012,5,-8
"GB",4.98166688547836,3.59924202722955,2,"GB 2",2012,6,-2
"GB",6.62623935907044,3.56383139458857,2,"GB 2",2012,7,0
"GB",5.53815952885385,3.39874811827678,2,"GB 2",2012,8,0
"GB",6.43248111959302,3.24960984269468,2,"GB 2",2012,9,0
"GB",5.91256656110828,3.14213451724818,3,"GB 3",2012,10,1
"GB",5.15097700938175,3.03620230472519,4,"GB 4",2012,11,1
"GB",3.04428491053556,2.89165037439435,9,"GB 9",2012,12,5
"GB",2.84733034999356,2.71445228090833,10,"GB 10",2012,13,1
"GB",2.49857899319357,2.64040291055543,10,"GB 10",2012,14,0
"GB",3.61267553839233,2.70787853632202,6,"GB 6",2012,15,-4
"GB",5.1423909365632,2.63658642984847,6,"GB 6",2012,16,0
"GB",5.1042351232296,2.55925124911342,5,"GB 5",2012,17,-1
"HOU",0.106944601907655,0.547562062358688,3,"HOU 3",2012,3,NA
"HOU",1.58457734509979,2.03270521049006,3,"HOU 3",2012,4,0
"HOU",6.50547782614746,4.2108130700296,3,"HOU 3",2012,5,0
"HOU",2.81011681196504,3.59924202722955,7,"HOU 7",2012,6,4
"HOU",5.30470960427532,3.56383139458857,4,"HOU 4",2012,7,-3
"HOU",5.26986418324958,3.52422153505748,4,"HOU 4",2012,8,0
"HOU",5.32959916649753,3.37526876661512,6,"HOU 6",2012,9,2
"HOU",5.36523277978252,3.14213451724818,6,"HOU 6",2012,10,0
"HOU",5.08787324775532,3.03620230472519,5,"HOU 5",2012,11,-1
"HOU",3.9680315945449,2.89165037439435,6,"HOU 6",2012,12,1
"HOU",3.59305385124319,2.71445228090833,7,"HOU 7",2012,13,1
"HOU",2.42149172112819,2.64040291055543,11,"HOU 11",2012,14,4
"HOU",2.05321154252669,2.70787853632202,12,"HOU 12",2012,15,1
"HOU",1.01565152999807,2.63658642984847,13,"HOU 13",2012,16,1
"HOU",0.739793439997645,2.55925124911342,15,"HOU 15",2012,17,2
"IND",-0.0393560702124861,0.547562062358688,20,"IND 20",2012,3,NA
"IND",-0.598510768883887,2.06718781100049,22,"IND 22",2012,4,2
"IND",0.434960785445319,4.45192759761872,14,"IND 14",2012,5,-8
"IND",-0.946526868646208,3.72657622845303,21,"IND 21",2012,6,7
"IND",-0.954906664925834,3.7088072578022,20,"IND 20",2012,7,-1
"IND",-2.4174326219873,3.52422153505748,26,"IND 26",2012,8,6
"IND",-2.54117081995429,3.37526876661512,24,"IND 24",2012,9,-2
"IND",-1.97761722492392,3.14213451724818,21,"IND 21",2012,10,-3
"IND",-2.93252606481373,3.03620230472519,25,"IND 25",2012,11,4
"IND",-2.47044675879711,2.89165037439435,23,"IND 23",2012,12,-2
"IND",-2.73225734870943,2.71445228090833,23,"IND 23",2012,13,0
"IND",-2.57795325671687,2.64040291055543,25,"IND 25",2012,14,2
"IND",-3.14285122282614,2.70787853632202,25,"IND 25",2012,15,0
"IND",-2.8425637384691,2.63658642984847,23,"IND 23",2012,16,-2
"IND",-2.80106670409076,2.55925124911342,24,"IND 24",2012,17,1
"JAX",-0.0698399419175576,0.547562062358688,25,"JAX 25",2012,3,NA
"JAX",-1.34976064212514,2.03270521049006,29,"JAX 29",2012,4,4
"JAX",-4.63189934173973,4.2108130700296,26,"JAX 26",2012,5,-3
"JAX",-4.1910420521311,3.72657622845303,30,"JAX 30",2012,6,4
"JAX",-4.84829898965747,3.7088072578022,30,"JAX 30",2012,7,0
"JAX",-5.57737822014401,3.52422153505748,31,"JAX 31",2012,8,1
"JAX",-7.21427057018729,3.37526876661512,31,"JAX 31",2012,9,0
"JAX",-6.92095531996465,3.14213451724818,31,"JAX 31",2012,10,0
"JAX",-7.20098457365844,3.03620230472519,30,"JAX 30",2012,11,-1
"JAX",-6.50335343472848,2.89165037439435,30,"JAX 30",2012,12,0
"JAX",-8.0714848709173,2.71445228090833,30,"JAX 30",2012,13,0
"JAX",-7.88007662638427,2.64040291055543,30,"JAX 30",2012,14,0
"JAX",-8.2915761129578,2.70787853632202,30,"JAX 30",2012,15,0
"JAX",-7.70773465698844,2.63658642984847,30,"JAX 30",2012,16,0
"JAX",-8.33551027686606,2.55925124911342,30,"JAX 30",2012,17,0
"KC",-0.124750202142456,0.547562062358688,31,"KC 31",2012,3,NA
"KC",-1.55191226620798,2.03270521049006,31,"KC 31",2012,4,0
"KC",-6.04668473660962,4.2108130700296,30,"KC 30",2012,5,-1
"KC",-5.50805661487202,3.59924202722955,32,"KC 32",2012,6,2
"KC",-7.14756486906971,3.7088072578022,32,"KC 32",2012,7,0
"KC",-7.473571505475,3.52422153505748,32,"KC 32",2012,8,0
"KC",-8.99794871554801,3.37526876661512,32,"KC 32",2012,9,0
"KC",-8.0439212872648,3.14213451724818,32,"KC 32",2012,10,0
"KC",-9.06139936892782,3.03620230472519,32,"KC 32",2012,11,0
"KC",-8.62560786129742,2.89165037439435,32,"KC 32",2012,12,0
"KC",-9.0993992676261,2.71445228090833,31,"KC 31",2012,13,-1
"KC",-9.86476019020111,2.64040291055543,31,"KC 31",2012,14,0
"KC",-10.739798558587,2.70787853632202,32,"KC 32",2012,15,1
"KC",-10.5323954833822,2.63658642984847,32,"KC 32",2012,16,0
"KC",-11.184472464411,2.55925124911342,32,"KC 32",2012,17,0
"LA",-0.102015789987432,0.547562062358688,29,"LA 29",2012,3,NA
"LA",-0.541763104196722,2.03270521049006,20,"LA 20",2012,4,-9
"LA",1.41388866464647,4.2108130700296,13,"LA 13",2012,5,-7
"LA",1.05275720235065,3.59924202722955,11,"LA 11",2012,6,-2
"LA",0.426162373801038,3.56383139458857,12,"LA 12",2012,7,1
"LA",-1.6917426001017,3.39874811827678,24,"LA 24",2012,8,12
"LA",-1.71890747594658,3.37526876661512,21,"LA 21",2012,9,-3
"LA",-1.32970008321304,3.14213451724818,19,"LA 19",2012,10,-2
"LA",-2.36986995556999,3.03620230472519,23,"LA 23",2012,11,4
"LA",-1.2459569439584,2.89165037439435,20,"LA 20",2012,12,-3
"LA",-0.238718781110067,2.71445228090833,18,"LA 18",2012,13,-2
"LA",-0.849535340008841,2.64040291055543,18,"LA 18",2012,14,0
"LA",-1.64287125738652,2.70787853632202,20,"LA 20",2012,15,2
"LA",-0.623752199509812,2.63658642984847,19,"LA 19",2012,16,-1
"LA",-0.121121281546313,2.55925124911342,18,"LA 18",2012,17,-1
"LAC",0.0715874045990545,0.547562062358688,8,"LAC 8",2012,3,NA
"LAC",0.408028053833717,2.03270521049006,13,"LAC 13",2012,4,5
"LAC",-0.385111415664331,4.2108130700296,17,"LAC 17",2012,5,4
"LAC",-1.31605462064564,3.59924202722955,23,"LAC 23",2012,6,6
"LAC",-1.58323775128763,3.7088072578022,24,"LAC 24",2012,7,1
"LAC",-1.07144800414922,3.52422153505748,19,"LAC 19",2012,8,-5
"LAC",-1.11097121131459,3.37526876661512,19,"LAC 19",2012,9,0
"LAC",-0.795297120751535,3.14213451724818,17,"LAC 17",2012,10,-2
"LAC",-1.02214093538771,3.03620230472519,19,"LAC 19",2012,11,2
"LAC",-0.823603255835113,2.89165037439435,19,"LAC 19",2012,12,0
"LAC",-1.6883866480213,2.71445228090833,21,"LAC 21",2012,13,2
"LAC",-1.28905409398526,2.64040291055543,20,"LAC 20",2012,14,-1
"LAC",-2.68455206504354,2.70787853632202,24,"LAC 24",2012,15,4
"LAC",-1.7464248638291,2.63658642984847,21,"LAC 21",2012,16,-3
"LAC",-2.18849368809817,2.55925124911342,21,"LAC 21",2012,17,0
"LV",-0.129993316286438,0.547562062358688,32,"LV 32",2012,3,NA
"LV",-1.97496900104837,2.03270521049006,32,"LV 32",2012,4,0
"LV",-6.26981917990918,4.45192759761872,32,"LV 32",2012,5,0
"LV",-4.15143672337243,3.72657622845303,29,"LV 29",2012,6,-3
"LV",-6.24633013968461,3.7088072578022,31,"LV 31",2012,7,2
"LV",-5.32723290319603,3.52422153505748,30,"LV 30",2012,8,-1
"LV",-6.42568543720659,3.37526876661512,30,"LV 30",2012,9,0
"LV",-6.67772903365212,3.14213451724818,30,"LV 30",2012,10,0
"LV",-8.08477567354887,3.03620230472519,31,"LV 31",2012,11,1
"LV",-8.54680497229086,2.89165037439435,31,"LV 31",2012,12,0
"LV",-10.1739350554195,2.71445228090833,32,"LV 32",2012,13,1
"LV",-10.2704478889493,2.64040291055543,32,"LV 32",2012,14,0
"LV",-9.16230596361862,2.70787853632202,31,"LV 31",2012,15,-1
"LV",-9.3441571598449,2.63658642984847,31,"LV 31",2012,16,0
"LV",-8.84967810554345,2.55925124911342,31,"LV 31",2012,17,0
"MIA",0.0194152051236226,0.547562062358688,15,"MIA 15",2012,3,NA
"MIA",0.0316244753593324,2.03270521049006,15,"MIA 15",2012,4,0
"MIA",-0.0597494501676863,4.2108130700296,15,"MIA 15",2012,5,0
"MIA",-0.314148695642296,3.59924202722955,16,"MIA 16",2012,6,1
"MIA",-1.01399263644095,3.7088072578022,22,"MIA 22",2012,7,6
"MIA",0.204423541602732,3.52422153505748,15,"MIA 15",2012,8,-7
"MIA",-0.180875815952863,3.37526876661512,16,"MIA 16",2012,9,1
"MIA",-2.74537896156139,3.14213451724818,25,"MIA 25",2012,10,9
"MIA",-3.2606977164993,3.03620230472519,26,"MIA 26",2012,11,1
"MIA",-2.89679277062092,2.89165037439435,25,"MIA 25",2012,12,-1
"MIA",-3.70858130729912,2.71445228090833,26,"MIA 26",2012,13,1
"MIA",-3.1661638090435,2.64040291055543,26,"MIA 26",2012,14,0
"MIA",-2.1255376998274,2.70787853632202,22,"MIA 22",2012,15,-4
"MIA",-2.18753889782751,2.63658642984847,22,"MIA 22",2012,16,0
"MIA",-2.44241111772722,2.55925124911342,22,"MIA 22",2012,17,0
"MIN",-0.0453725495181711,0.547562062358688,23,"MIN 23",2012,3,NA
"MIN",-0.0677673067785251,2.03270521049006,17,"MIN 17",2012,4,-6
"MIN",2.36321320229425,4.2108130700296,10,"MIN 10",2012,5,-7
"MIN",0.154354068764065,3.59924202722955,14,"MIN 14",2012,6,4
"MIN",2.45390339693613,3.56383139458857,9,"MIN 9",2012,7,-5
"MIN",0.757308442522352,3.39874811827678,12,"MIN 12",2012,8,3
"MIN",0.241400181267833,3.24960984269468,15,"MIN 15",2012,9,3
"MIN",0.583326403667779,3.03857101033992,13,"MIN 13",2012,10,-2
"MIN",1.13660266574236,3.03620230472519,12,"MIN 12",2012,11,-1
"MIN",0.977309559396662,2.89165037439435,15,"MIN 15",2012,12,3
"MIN",1.23982200548551,2.71445228090833,14,"MIN 14",2012,13,-1
"MIN",1.44186131882348,2.64040291055543,14,"MIN 14",2012,14,0
"MIN",2.05517684942738,2.70787853632202,11,"MIN 11",2012,15,-3
"MIN",3.34866467263819,2.63658642984847,8,"MIN 8",2012,16,-3
"MIN",3.77519130490313,2.55925124911342,8,"MIN 8",2012,17,0
"NE",0.0472582132081147,0.547562062358688,9,"NE 9",2012,3,NA
"NE",1.32148274810382,2.03270521049006,4,"NE 4",2012,4,-5
"NE",3.6451096957403,4.2108130700296,6,"NE 6",2012,5,2
"NE",2.89383085575813,3.59924202722955,5,"NE 5",2012,6,-1
"NE",3.28138054335936,3.56383139458857,6,"NE 6",2012,7,1
"NE",5.2215164625047,3.39874811827678,5,"NE 5",2012,8,-1
"NE",5.63065039802592,3.37526876661512,5,"NE 5",2012,9,0
"NE",5.42894909023797,3.14213451724818,5,"NE 5",2012,10,0
"NE",7.09794113097691,3.03620230472519,3,"NE 3",2012,11,-2
"NE",7.38102107303844,2.89165037439435,3,"NE 3",2012,12,0
"NE",8.6789341129164,2.71445228090833,1,"NE 1",2012,13,-2
"NE",10.0610586570801,2.64040291055543,1,"NE 1",2012,14,0
"NE",8.89611443646208,2.70787853632202,1,"NE 1",2012,15,0
"NE",7.73505130692076,2.63658642984847,2,"NE 2",2012,16,1
"NE",7.97173190118911,2.55925124911342,1,"NE 1",2012,17,-1
"NO",0.00530660144804997,0.547562062358688,19,"NO 19",2012,3,NA
"NO",0.0748931665919904,2.03270521049006,14,"NO 14",2012,4,-5
"NO",-3.16137786904968,4.2108130700296,24,"NO 24",2012,5,10
"NO",-1.92480364670811,3.72657622845303,25,"NO 25",2012,6,1
"NO",-1.07081448150405,3.7088072578022,23,"NO 23",2012,7,-2
"NO",-1.25531662678327,3.52422153505748,21,"NO 21",2012,8,-2
"NO",-0.299762160476887,3.37526876661512,17,"NO 17",2012,9,-4
"NO",0.028681307054698,3.14213451724818,16,"NO 16",2012,10,-1
"NO",0.5624090164443,3.03620230472519,15,"NO 15",2012,11,-1
"NO",0.15928938324313,2.89165037439435,17,"NO 17",2012,12,2
"NO",-0.242735305259836,2.71445228090833,19,"NO 19",2012,13,2
"NO",-1.40013617870248,2.64040291055543,21,"NO 21",2012,14,2
"NO",1.13936089783975,2.70787853632202,15,"NO 15",2012,15,-6
"NO",0.868577773763304,2.63658642984847,14,"NO 14",2012,16,-1
"NO",0.173964663105285,2.55925124911342,17,"NO 17",2012,17,3
"NYG",0.0425232440342037,0.547562062358688,10,"NYG 10",2012,3,NA
"NYG",-0.0207513544507127,2.03270521049006,16,"NYG 16",2012,4,6
"NYG",-0.507795857300825,4.2108130700296,19,"NYG 19",2012,5,3
"NYG",2.90165204751273,3.59924202722955,4,"NYG 4",2012,6,-15
"NYG",2.6547097561469,3.56383139458857,7,"NYG 7",2012,7,3
"NYG",2.72322131526563,3.39874811827678,8,"NYG 8",2012,8,1
"NYG",2.91763071719779,3.24960984269468,8,"NYG 8",2012,9,0
"NYG",1.06085645403625,3.03857101033992,12,"NYG 12",2012,10,4
"NYG",1.07929407800987,3.03620230472519,13,"NYG 13",2012,11,1
"NYG",3.17026120330276,2.89165037439435,7,"NYG 7",2012,12,-6
"NYG",2.86444635845142,2.71445228090833,9,"NYG 9",2012,13,2
"NYG",3.91373691832297,2.64040291055543,6,"NYG 6",2012,14,-3
"NYG",2.9597954848218,2.70787853632202,8,"NYG 8",2012,15,2
"NYG",1.7837175324155,2.63658642984847,12,"NYG 12",2012,16,4
"NYG",2.53458528703018,2.55925124911342,10,"NYG 10",2012,17,-2
"NYJ",0.0257451616211857,0.547562062358688,12,"NYJ 12",2012,3,NA
"NYJ",-0.550335658080407,2.03270521049006,21,"NYJ 21",2012,4,9
