"Team","LowerCI95","UpperCI95","LowerCI85","UpperCI85","AdjWEPADiff","Season","LatestWeek"
"ARI",-7.92752426176035,16.2959145058833,-4.17551443556675,12.6494162160717,3.95673941546898,2021,5
"ATL",-18.7941822056902,1.1894838163785,-15.6986386005417,-1.54669845709736,-8.49074313579967,2021,5
"BAL",-1.91421608233064,19.7501518474065,0.570966892328342,16.7917103846844,8.83142488187685,2021,5
"BUF",4.66917666198554,23.4819540880749,7.22775911626866,21.0641585414813,13.7435481540678,2021,5
"CAR",-5.97171546235648,12.9162367114354,-3.4884408729282,9.11296029797077,2.66466305799463,2021,5
"CHI",-12.9072682715657,6.78539476836346,-10.0903437211915,4.04489585895668,-3.26163737458239,2021,5
"CIN",-16.0661727035215,0.634351017532745,-13.1803912916758,-1.47907521703906,-7.22032287617391,2021,5
"CLE",-6.93488728945106,11.8247095842547,-4.49285753825176,9.46154073909672,2.47528666339211,2021,5
"DAL",0.051787714172162,16.613541439133,2.36809330258056,14.4830893841715,8.59723516552787,2021,5
"DEN",-8.61122809047862,8.9846741399419,-6.24924077469371,5.60131254802746,-0.284716449940792,2021,5
"DET",-17.4067781824778,-0.401537346552442,-15.020771899931,-2.74419806356889,-9.09119655979965,2021,5
"GB",-6.63619439372443,17.4781519564932,-2.25632104223652,14.9796719741136,6.21025056984004,2021,5
"HOU",-19.6351071145711,-2.79559208696511,-16.3853034382815,-4.71685798836837,-10.4884752943087,2021,5
"IND",-15.0981154355731,0.307940083753417,-12.3372934929717,-1.27611166701287,-6.65140516845203,2021,5
"JAX",-27.1121560783128,-7.46773963342431,-23.3409868264279,-10.0267401625443,-16.7835488234861,2021,5
"KC",-0.684171636454603,16.6687512134385,1.55411185721202,13.0896446294612,7.06645161046375,2021,5
"LA",2.35602917876485,22.1550707160938,4.48545430514026,18.0167810965859,11.1884142012192,2021,5
"LAC",2.50168037258128,15.1589426527546,4.56275928301854,12.897933465674,8.8598946152479,2021,5
"LV",-9.87303795313243,5.89449586065912,-7.68847198536595,3.37428046392827,-2.28287638559425,2021,5
"MIA",-17.0196931757542,-2.23752081547385,-14.3301359749522,-3.90838181026636,-8.85165412149967,2021,5
"MIN",-10.0386545843866,5.6809093887404,-8.28894253852303,3.10966347582247,-2.40766812942574,2021,5
"NE",-9.41372814686853,5.60188521780359,-7.0264569573287,3.2899429339804,-1.96198010301686,2021,5
"NO",-1.10072640691423,26.4706918770492,2.84953734103221,22.3673427061104,11.9738733535717,2021,5
"NYG",-12.5353301878782,10.1254682123884,-8.34880218387959,7.32906806273458,-0.453836264281935,2021,5
"NYJ",-21.7592195571305,-1.40124418363636,-19.1914376177496,-4.11549347168914,-11.5193742888468,2021,5
"PHI",-12.2297767580109,7.34450066982877,-9.44094770069199,3.47800109227321,-3.13710103909623,2021,5
"PIT",-12.2366885809425,11.1612057844742,-8.43152982444049,7.9527748570446,-0.752566552332788,2021,5
"SEA",-0.761408046584891,14.1784861047563,1.05004596077517,12.4222553099303,6.72345468959973,2021,5
"SF",-7.75574862761386,8.41263602197247,-5.57855451667237,5.88186867360987,0.29795406269397,2021,5
"TB",0.448089672838991,17.1344528119889,3.15275117721757,14.360442162127,8.8171604829921,2021,5
"TEN",-18.9167360236343,7.85165695686347,-12.6919044916493,4.18479533933749,-4.41800797605312,2021,5
"WAS",-7.96272448517146,4.53618183101821,-5.81360748265055,2.7531993237972,-1.29110940532101,2021,5
